 78701296,     716,  979232
 78718612,     717,  977858
 78735928,     718,  974598
 78753245,     719,  973066
 78770561,     720,  970912
 78866665,     721,  970324
 78962770,     722,  969092
 79058874,     723,  968480
 79154978,     724,  967302
 79251082,     725,  966172
 79347187,     726,  966148
 79443291,     727,  965524
 79539395,     728,  964632
 79635499,     729,  963246
 79731603,     730,  962764
 79827708,     731,  961880
 79923812,     732,  960774
 80019916,     733,  959788
 80116020,     734,  959550
